Date,Close,High,Low,Open,Volume,rsi,macd,macd_signal,macd_diff,bb_upper,bb_middle,bb_lower,bb_width,atr,ema_12,ema_26,sma_20,sma_50,volume_sma_20,volume_ratio,momentum,roc,daily_return,volatility_20d,direction,close_lag_1,return_lag_1,volume_lag_1,close_lag_2,return_lag_2,volume_lag_2,close_lag_3,return_lag_3,volume_lag_3,close_lag_5,return_lag_5,volume_lag_5,close_lag_7,return_lag_7,volume_lag_7,close_lag_10,return_lag_10,volume_lag_10,close_rolling_mean_5,close_rolling_std_5,close_rolling_mean_10,close_rolling_std_10,sentiment_score,sentiment_positive,sentiment_negative,sentiment_neutral,num_headlines,pe_ratio,earnings_growth,revenue_growth,market_cap
2015-03-16,997.37890625,1015.9461794894248,993.369597722993,1006.2927255208098,1556296,43.16758921051155,4.516876849260143,11.591621277876806,-7.074744428616663,1077.6468694929447,1032.6018341064453,987.5567987199457,0.08724570090557486,25.612130914082453,1023.3566384724137,1018.8397616231535,1032.6018341064453,998.4984997558594,2441127.5,0.6375316324116622,-38.9443359375,-3.7579332733380766,-0.007763897557575006,0.01622707462221978,1,1005.1830444335938,-0.014012478859297461,1586838.0,1019.4683227539062,0.0047953908422502245,1827636.0,1014.6029052734376,-0.013679053231799632,2240200.0,1030.2703857421875,-0.018413066961174618,2883174.0,1068.883544921875,-0.010807212279225431,3862994.0,1036.3232421875,0.0022212924862325956,2877376.0,1013.061474609375,12.198292311636568,1033.3686645507812,26.772676990760246,0.0,0.0,0.0,0.0,0.0,18.115524,-0.139,0.049,8646505267200.0
2015-03-17,1005.7084350585938,1014.6612138036088,995.607384133127,1005.2413525652626,1267318,46.09989951069692,2.7744594883833997,9.828188919978125,-7.053729431594725,1075.6257624670802,1033.4766784667968,991.3275944665133,0.08156755711761829,25.143680825253835,1020.6415302549029,1017.8670707665195,1033.4766784667968,998.8350732421875,2296577.1,0.5518290677025387,-33.35882568359375,-3.2104587396744773,0.008351418659846788,0.014824346574515238,0,997.37890625,-0.007763897557575006,1556296.0,1005.1830444335938,-0.014012478859297461,1586838.0,1019.4683227539062,0.0047953908422502245,1827636.0,1028.6741943359375,-0.0015492936886661868,3037052.0,1049.5966796875,-0.018043935025479962,2173514.0,1039.0672607421875,0.0026478404063343675,2176038.0,1008.4683227539062,8.66051809678137,1030.032781982422,28.03236080590742,0.0,0.0,0.0,0.0,0.0,18.115524,-0.139,0.049,8646505267200.0
2015-03-18,996.23046875,1011.8393906795402,993.2526389387856,1008.5307542440132,1255170,43.35852864738012,0.6216228250350468,7.9868757009895095,-7.365252875954463,1076.610770079937,1032.9813690185547,989.3519679571724,0.08447277437895137,24.675328747789603,1016.8859823310717,1016.2643595060366,1032.9813690185547,998.7186987304688,2241116.0,0.5600647177566891,-84.3309326171875,-7.804362853465544,-0.00942416905158161,0.014421059612081297,1,1005.7084350585938,0.008351418659846788,1267318.0,997.37890625,-0.007763897557575006,1556296.0,1005.1830444335938,-0.014012478859297461,1586838.0,1014.6029052734376,-0.013679053231799632,2240200.0,1030.2703857421875,-0.018413066961174618,2883174.0,1080.5614013671875,0.039934027557909424,3424308.0,1004.7938354492187,9.282254278853143,1021.5996887207032,23.45350875075798,0.0,0.0,0.0,0.0,0.0,18.115524,-0.139,0.049,8646505267200.0
2015-03-19,1010.593505859375,1014.3303556800864,999.6361217479954,1002.7111684520944,2448964,48.36916376962158,0.07361275478308471,6.404223111748225,-6.33061035696514,1076.8404437236995,1032.2145294189454,987.5886151141913,0.08646635565162016,24.205654332239373,1015.9179090277337,1015.8442962729506,1032.2145294189454,999.1941528320312,2230563.5,1.097912702328358,-58.2900390625,-5.453357322173057,0.01441738388848579,0.014079956463444782,1,996.23046875,-0.00942416905158161,1255170.0,1005.7084350585938,0.008351418659846788,1267318.0,997.37890625,-0.007763897557575006,1556296.0,1019.4683227539062,0.0047953908422502245,1827636.0,1028.6741943359375,-0.0015492936886661868,3037052.0,1068.883544921875,-0.010807212279225431,3862994.0,1003.0188720703125,6.065972762423749,1015.7706848144531,16.65400783605365,0.0,0.0,0.0,0.0,0.0,18.115524,-0.139,0.049,8646505267200.0
2015-03-20,1016.315673828125,1019.059914529507,1003.8207639808973,1010.4963858359816,1963908,50.25710433401059,0.0998904835198573,5.143356586102551,-5.043466102582694,1075.668135078423,1030.8502105712892,986.0322860641555,0.08695332075897998,23.56518977626582,1015.9791036124093,1015.8792131288894,1030.8502105712892,1000.51166015625,2197858.8,0.8935551273812495,-33.281005859375,-3.170837570607013,0.005662185572708589,0.013533734237454227,1,1010.593505859375,0.01441738388848579,2448964.0,996.23046875,-0.00942416905158161,1255170.0,1005.7084350585938,0.008351418659846788,1267318.0,1005.1830444335938,-0.014012478859297461,1586838.0,1014.6029052734376,-0.013679053231799632,2240200.0,1049.5966796875,-0.018043935025479962,2173514.0,1005.2453979492187,8.580767881420114,1012.4425842285157,11.745166106400614,0.0,0.0,0.0,0.0,0.0,18.115524,-0.139,0.049,8646505267200.0
2015-03-23,1018.7289428710938,1024.1201110771551,1014.3888291398962,1018.2813419148,1566608,51.06972274688459,0.31185158514858813,4.177055585911758,-3.8652040007631703,1074.5504729112174,1029.7135986328126,984.8767243544078,0.08708610692902635,22.57705350205104,1016.4021558060531,1016.0903042209045,1029.7135986328126,1002.1019763183593,2186109.8,0.7166190829024234,-11.54144287109375,-1.1202343608837704,0.002374527034379792,0.013555895341904193,0,1016.315673828125,0.005662185572708589,1963908.0,1010.593505859375,0.01441738388848579,2448964.0,996.23046875,-0.00942416905158161,1255170.0,997.37890625,-0.007763897557575006,1556296.0,1019.4683227539062,0.0047953908422502245,1827636.0,1030.2703857421875,-0.018413066961174618,2883174.0,1009.5154052734375,8.989963695716108,1011.2884399414063,10.273523952482243,0.0,0.0,0.0,0.0,0.0,18.115524,-0.139,0.049,8646505267200.0
2015-03-24,1008.6664428710938,1026.455199988883,1005.0853515855364,1023.7304421580436,2394878,47.579446393247444,-0.3283424416113121,3.2759759804071447,-3.6043184220184568,1072.411828850697,1027.6632049560546,982.9145810614123,0.0870881115113116,22.49082456642929,1015.2120461237516,1015.540388565363,1027.6632049560546,1003.2882556152343,2225109.1,1.0762968880941612,-20.00775146484375,-1.9450037315031306,-0.009877504777316637,0.013523800670108388,0,1018.7289428710938,0.002374527034379792,1566608.0,1016.315673828125,0.005662185572708589,1963908.0,1010.593505859375,0.01441738388848579,2448964.0,1005.7084350585938,0.008351418659846788,1267318.0,1005.1830444335938,-0.014012478859297461,1586838.0,1028.6741943359375,-0.0015492936886661868,3037052.0,1010.1070068359375,8.77148137291098,1009.2876647949219,8.262949772743273,0.0,0.0,0.0,0.0,0.0,18.115524,-0.139,0.049,8646505267200.0
2015-03-25,1001.83544921875,1017.502812727659,990.7223065308658,1008.7056960738128,2224858,45.31530326503357,-1.3710997346545355,2.346560837394809,-3.7176605720493443,1069.646775049183,1025.1136016845703,980.5804283199578,0.08688436733534922,22.797230397169567,1013.1541081383667,1014.5252078730213,1025.1136016845703,1003.8056982421875,2226355.9,0.9993271965187597,-12.767456054687614,-1.2583697511931289,-0.006772301884952037,0.013513721739897098,0,1008.6664428710938,-0.009877504777316637,2394878.0,1018.7289428710938,0.002374527034379792,1566608.0,1016.315673828125,0.005662185572708589,1963908.0,996.23046875,-0.00942416905158161,1255170.0,997.37890625,-0.007763897557575006,1556296.0,1014.6029052734376,-0.013679053231799632,2240200.0,1011.2280029296875,6.658316920481109,1008.0109191894531,8.336466029575183,0.0,0.0,0.0,0.0,0.0,18.115524,-0.139,0.049,8646505267200.0
2015-03-26,978.2271728515624,1006.8760025157786,973.5171955878076,993.8750511912708,3091642,38.49699802412943,-4.0557310592399745,1.066102458067852,-5.121833517307826,1070.3829956067984,1022.0171173095703,973.6512390123422,0.09464788305023666,23.551628720798245,1007.7807334788585,1011.8364645380984,1022.0171173095703,1003.8711865234375,2292538.3,1.3485672191387164,-41.241149902343864,-4.045358642526379,-0.02356502396236604,0.014176380733387563,1,1001.83544921875,-0.006772301884952037,2224858.0,1008.6664428710938,-0.009877504777316637,2394878.0,1018.7289428710938,0.002374527034379792,1566608.0,1010.593505859375,0.01441738388848579,2448964.0,1005.7084350585938,0.008351418659846788,1267318.0,1019.4683227539062,0.0047953908422502245,1827636.0,1004.754736328125,16.251684787221304,1003.8868041992188,11.600700159495451,0.0,0.0,0.0,0.0,0.0,18.115524,-0.139,0.049,8646505267200.0
2015-03-27,978.8894653320312,1001.115663834172,974.7244942495008,985.1953191705626,2751776,38.77530775207288,-6.060023083658621,-0.3591226502774426,-5.700900433381178,1070.757960130849,1019.2602722167969,967.7625843027449,0.10104914184882195,23.75445306821774,1003.3359229947312,1009.3959460783898,1019.2602722167969,1004.0415942382813,2330527.4,1.180752476885704,-26.2935791015625,-2.6158001019981945,0.0006770334119203802,0.014181191162236104,1,978.2271728515624,-0.02356502396236604,3091642.0,1001.83544921875,-0.006772301884952037,2224858.0,1008.6664428710938,-0.009877504777316637,2394878.0,1016.315673828125,0.005662185572708589,1963908.0,996.23046875,-0.00942416905158161,1255170.0,1005.1830444335938,-0.014012478859297461,1586838.0,997.2694946289063,18.10857383283303,1001.2574462890625,14.004910564248652,0.0,0.0,0.0,0.0,0.0,18.115524,-0.139,0.049,8646505267200.0
2015-03-30,998.0985717773438,1000.3367665031958,980.9131668081852,982.8594230915348,1339006,46.3573212287396,-6.028926883976851,-1.4930834970173246,-4.5358433869595265,1069.0088405780912,1017.3490386962891,965.689236814487,0.10155767571767307,23.58965650414251,1002.5301766535947,1008.5591035375716,1017.3490386962891,1004.4093310546875,2253608.9,0.594160770309347,0.71966552734375,0.07215567953503128,0.019623366197731862,0.015005170822502934,0,978.8894653320312,0.0006770334119203802,2751776.0,978.2271728515624,-0.02356502396236604,3091642.0,1001.83544921875,-0.006772301884952037,2224858.0,1018.7289428710938,0.002374527034379792,1566608.0,1010.593505859375,0.01441738388848579,2448964.0,997.37890625,-0.007763897557575006,1556296.0,993.1434204101563,13.845024312026661,1001.3294128417969,13.984599873958507,0.0,0.0,0.0,0.0,0.0,18.115524,-0.139,0.049,8646505267200.0
2015-03-31,994.1283569335938,1000.1617521946872,981.3025453688416,1000.1617521946872,2427028,45.1137841825712,-6.252570340320517,-2.4449808656779632,-3.807589474642554,1066.6970918899056,1015.1020935058593,963.507095121813,0.10165479652564319,23.251767241407016,1001.2375890043638,1007.4901593446843,1015.1020935058593,1004.5644201660157,2266158.4,1.0709878003232254,-11.580078125,-1.1514349210291084,-0.0039777783036800685,0.014975582757075973,0,998.0985717773438,0.019623366197731862,1339006.0,978.8894653320312,0.0006770334119203802,2751776.0,978.2271728515624,-0.02356502396236604,3091642.0,1008.6664428710938,-0.009877504777316637,2394878.0,1016.315673828125,0.005662185572708589,1963908.0,1005.7084350585938,0.008351418659846788,1267318.0,990.2358032226563,11.00537911534226,1000.1714050292969,14.06094217007695,0.0,0.0,0.0,0.0,0.0,18.115524,-0.139,0.049,8646505267200.0
2015-04-01,989.7296752929688,997.8845651914372,981.7889876253204,995.7047201290792,2075758,43.71464613107363,-6.707427192373871,-3.2974701310171453,-3.4099570613567254,1053.5873309019132,1010.5605072021484,967.5336835023837,0.08515437401940315,22.740610836029145,999.4671407410723,1006.1745679334462,1010.5605072021484,1004.68552734375,2198730.9,0.9440709638455529,-6.50079345703125,-0.6525391122787068,-0.004424661674668262,0.0112414410089721,1,994.1283569335938,-0.0039777783036800685,2427028.0,998.0985717773438,0.019623366197731862,1339006.0,978.8894653320312,0.0006770334119203802,2751776.0,1001.83544921875,-0.006772301884952037,2224858.0,1018.7289428710938,0.002374527034379792,1566608.0,996.23046875,-0.00942416905158161,1255170.0,987.8146484375,8.956393019342958,999.5213256835938,14.4093471282597,0.0,0.0,0.0,0.0,0.0,18.115524,-0.139,0.049,8646505267200.0
2015-04-06,991.5399780273438,997.6122420384988,973.1673334033296,995.7049484456246,1568542,44.477833327885065,-6.842946990045334,-4.006565502822784,-2.8363814872225506,1041.095771278528,1006.6933288574219,972.2908864363158,0.06834741312958187,22.862346393110577,998.2475772466526,1005.0905242366979,1006.6933288574219,1005.0071655273438,2084008.3,0.7526563113976081,-19.05352783203125,-1.8853799991351383,0.0018290880626965489,0.011212739331357073,1,989.7296752929688,-0.004424661674668262,2075758.0,994.1283569335938,-0.0039777783036800685,2427028.0,998.0985717773438,0.019623366197731862,1339006.0,978.2271728515624,-0.02356502396236604,3091642.0,1008.6664428710938,-0.009877504777316637,2394878.0,1010.593505859375,0.01441738388848579,2448964.0,990.4772094726562,7.200349640470417,997.6159729003906,14.037523547994628,0.0,0.0,0.0,0.0,0.0,18.115524,-0.139,0.049,8646505267200.0
2015-04-07,1006.2144775390624,1011.6639950189646,990.2551763479206,997.4368428775258,1886922,50.35427350886794,-5.700525822157488,-4.345357566689724,-1.3551682554677633,1032.7485743162888,1004.52421875,976.2998631837113,0.05619447503497784,22.758522984391533,999.4732542147156,1005.173780036873,1004.52421875,1005.7042700195312,2069678.7,0.9116980331294902,-10.101196289062614,-0.9939034248103985,0.014799705344118674,0.011403125221141227,1,991.5399780273438,0.0018290880626965489,1568542.0,989.7296752929688,-0.004424661674668262,2075758.0,994.1283569335938,-0.0039777783036800685,2427028.0,978.8894653320312,0.0006770334119203802,2751776.0,1001.83544921875,-0.006772301884952037,2224858.0,1016.315673828125,0.005662185572708589,1963908.0,995.9422119140625,6.5466532152416725,996.6058532714844,12.856129782377758,0.0,0.0,0.0,0.0,0.0,18.115524,-0.139,0.049,8646505267200.0
2015-04-08,1028.168212890625,1034.045944773603,1008.4916382449608,1009.7177416686338,1652134,57.586639677749375,-2.9892081175946714,-4.074127676870714,1.0849195592760426,1032.2723814530248,1004.4191101074218,976.565838761819,0.055461452426216765,23.120876145116465,1003.8878632417785,1006.8770713593732,1004.4191101074218,1006.7367163085937,2008126.7,0.8227239844975918,9.43927001953125,0.9265732642216352,0.021818146967290453,0.011901613926611772,1,1006.2144775390624,0.014799705344118674,1886922.0,991.5399780273438,0.0018290880626965489,1568542.0,989.7296752929688,-0.004424661674668262,2075758.0,998.0985717773438,0.019623366197731862,1339006.0,978.2271728515624,-0.02356502396236604,3091642.0,1018.7289428710938,0.002374527034379792,1566608.0,1001.9561401367188,16.00361881753356,997.5497802734375,14.852467532656433,0.0,0.0,0.0,0.0,0.0,18.115524,-0.139,0.049,8646505267200.0
2015-04-09,1037.1793212890625,1046.0931359051258,1025.7352787987088,1035.0189580865745,2544450,60.152616993482695,-0.11205644699236927,-3.2817134308950453,3.169656983902676,1034.3751269930926,1004.8443664550781,975.3136059170636,0.05877678479144803,22.923517642352216,1009.0096260182837,1009.1216824652761,1004.8443664550781,1007.951328125,1983496.6,1.2828103662995942,28.51287841796875,2.8267896309516325,0.00876423554576089,0.012054989653464764,0,1028.168212890625,0.021818146967290453,1652134.0,1006.2144775390624,0.014799705344118674,1886922.0,991.5399780273438,0.0018290880626965489,1568542.0,994.1283569335938,-0.0039777783036800685,2427028.0,978.8894653320312,0.0006770334119203802,2751776.0,1008.6664428710938,-0.009877504777316637,2394878.0,1010.5663330078125,21.407851686099733,1000.4010681152344,19.29589489015942,0.0,0.0,0.0,0.0,0.0,18.115524,-0.139,0.049,8646505267200.0
