Date,Close,High,Low,Open,Volume
2015-01-01,367.770751953125,369.1863965547781,364.5110335173487,366.75556885461697,2002764
2015-01-02,374.998046875,376.0877425079871,367.323746459979,367.323746459979,6778320
2015-01-05,371.7756042480469,378.1273948554082,368.3482380919063,374.3833793849808,9937024
2015-01-06,364.0081481933594,369.7452626229589,360.2641327013001,368.8139143543872,9667316
2015-01-07,365.7498474121094,367.83605877941375,363.2258840966486,366.01992935893054,7249916
2015-01-08,367.5937805175781,371.98043925952567,363.2257669284302,369.8569609975766,13564920
2015-01-09,386.4070739746094,392.8426996043403,356.3431700615721,368.8325366978037,44863328
2015-01-12,394.1372985839844,394.7426750106284,386.50956470346887,389.6761490889912,12758888
2015-01-13,389.09869384765625,392.61921788155007,386.5095636358664,392.61921788155007,8801236
2015-01-14,396.5029296875,397.3132209727089,389.7879442136005,390.88691711731343,9921260
2015-01-15,397.5460205078125,401.0013317843016,393.4480880016994,397.7229675890147,8342452
2015-01-16,394.5750122070313,402.3424475860644,393.4015043063741,400.1072117661418,6690960
2015-01-19,391.63189697265625,397.1920636170968,390.1603850864343,394.8916154968044,4087744
2015-01-20,395.6739501953125,397.3131320810925,391.4363159923847,392.4701215634609,6804504
2015-01-21,404.1865539550781,405.31349459619184,394.519175908622,397.03381654826615,8494908
2015-01-22,409.1319580078125,410.3520332936927,402.58459809095706,405.0992383312952,9958396
2015-01-23,412.5966491699219,414.4500233250981,403.2924880785641,409.7932814899847,9486328
2015-01-27,397.9652099609375,413.7049994492124,396.7731020835868,413.7049994492124,13739968
2015-01-28,399.4646301269531,401.373894245568,396.8102873279032,400.4797907338472,13134356
2015-01-29,399.6415710449219,400.46113939034274,396.30736219187736,399.5484362113062,15369424
2015-01-30,398.9709777832031,402.8174736559665,396.1862553830912,402.621881412268,10833744
2015-02-02,398.0303649902344,400.85233231778034,396.0186434466007,398.8965007706908,8702540
2015-02-03,395.0592346191406,398.6076801168181,391.5387568511671,398.03027155738494,5265956
2015-02-04,399.14794921875,400.479759064312,396.0837770069775,398.59841735459065,5160016
2015-02-05,408.638427734375,413.518684191344,400.1072674067599,400.6288315991373,11875936
2015-02-06,415.4744262695313,418.6969000921271,407.6511014978117,410.724550515273,7453728
2015-02-09,418.90179443359375,419.8517878315939,409.79322680989645,409.79322680989645,6536868
2015-02-10,424.378173828125,428.04767702070217,417.4303064418597,417.8028457604156,8516920
2015-02-11,425.5982666015625,427.1535910345624,420.2709359378917,424.7879753601604,5796972
2015-02-12,430.5064392089844,432.5088381010188,423.3909471250465,425.25364376879946,6287536
2015-02-13,427.6937255859375,433.39354911098354,425.8123840887647,428.3456693061084,5657516
2015-02-16,424.4620056152344,429.7054785748399,421.9473650992472,424.7507326956018,6244276
2015-02-18,427.768310546875,429.3422802124516,420.6248502883417,426.660015070877,8613764
2015-02-19,433.02099609375,434.75331273325656,426.9393109162168,427.3025275964399,9673624
2015-02-20,425.2722778320313,435.1259246300464,424.1173695622374,433.7289021836743,6971628
2015-02-23,422.0126037597656,430.1339344944825,418.752884370878,428.4202625395236,5090488
2015-02-24,423.3536682128906,427.6657924057117,420.52237863746666,424.5085309438675,6437676
2015-02-25,431.698486328125,434.902314673371,424.6947304772309,426.35251189264864,6044972
2015-02-26,420.6155090332031,430.0966158965694,418.2498481301578,429.81721142543694,6445776
2015-02-27,422.0404968261719,424.8158966663209,419.3861540788375,423.7448460840632,7801076
2015-03-02,426.8742370605469,430.00357693002616,424.331673996844,428.9790936408275,7040992
2015-03-03,428.0197448730469,428.96969282782175,424.3781640231017,426.5575098911028,4905552
2015-03-04,423.69830322265625,431.0093880556909,419.4606680646552,428.4202577319698,4375228
2015-03-05,418.65966796875,428.18734202170936,416.0053255549123,422.2826034313872,5684916
2015-03-09,407.9398498535156,420.7831329298602,405.8815611572224,420.7831329298602,7984720
2015-03-10,409.420654296875,411.0877584209488,402.3796530577191,409.4392994506128,6329916
2015-03-11,406.4776306152344,417.2440257315408,404.0375254289161,408.6942667875271,6780912
2015-03-12,413.2020568847656,414.720136647522,405.5091096956612,405.8816490706688,5688564
2015-03-13,413.5930786132813,415.3812852964312,408.3775288427431,414.4499371231208,6179684
2015-03-16,422.2080993652344,425.0673567873068,411.7583989050933,411.7583989050933,6818632
2015-03-17,417.337158203125,424.6016746815548,413.0063887640611,422.20809144634296,5539312
2015-03-18,415.2881164550781,421.50022645250215,413.9935516954357,419.9448569401092,4905564
2015-03-19,415.4651489257813,418.92046017134777,414.0308816566756,416.2381952908381,6891740
2015-03-20,420.4943237304688,422.6271016785535,415.93071826668046,417.4301977285496,6430896
2015-03-23,416.0239868164063,423.763500727082,414.5431520299433,419.66556797279816,5078700
2015-03-24,411.9259643554688,419.7399662423224,410.9108039667043,416.2939780857567,6736532
2015-03-25,413.35101318359375,415.222986851777,409.9329467943219,414.0588014979365,6170968
2015-03-26,399.7998962402344,412.5686448387401,397.1269084735738,411.2834023966468,15740840
2015-03-27,410.1937255859375,414.39411563709103,402.9012863738672,403.0875560393197,10074220
2015-03-30,415.0088195800781,417.2440555921791,408.8432753896357,410.83639721455353,4623088
2015-03-31,413.2112731933594,423.51194788235824,410.6034982389827,418.17534089826046,8016412
2015-04-01,404.9409484863281,409.7001477497499,401.9140662854036,409.58836775501015,6738488
2015-04-06,405.7325439453125,406.9432966745216,402.41693506858815,405.8815687610283,7741752
2015-04-07,402.249267578125,406.5893590695109,398.24447051726384,405.13644685455984,8542268
2015-04-08,409.8956909179688,410.70593661682415,404.7732754990389,406.5335146114369,10185576
2015-04-09,412.58734130859375,413.3137748703865,406.8874709086951,411.9167522700188,10581548
2015-04-10,416.1170043945313,416.8714054432776,411.69310096321857,411.69310096321857,7123776
2015-04-13,417.0204772949219,417.98907032346887,412.7921655806972,416.87145248837936,4872336
2015-04-15,412.34515380859375,418.1754034959633,408.871242700461,416.59211132237056,6237784
2015-04-16,408.7966918945313,415.5676122386138,402.4356011840095,413.8911852954729,9007812
2015-04-17,405.92816162109375,408.8525862243931,401.1223952379182,406.0771864461519,6450316
2015-04-20,397.1548767089844,406.06789901304046,393.98829217539645,405.3228202992551,12825384
