Date,Close,High,Low,Open,Volume
2015-01-01,217.2353363037109,217.7715591935329,215.6381015223197,216.99575387185868,3544940
2015-01-02,220.25868225097656,221.1713878763213,216.8588621526368,216.8588621526368,5900384
2015-01-05,218.3990478515625,221.4566032697849,217.9312750879502,221.3311090345548,4796000
2015-01-06,214.9992218017578,218.26214167149823,213.9267898919988,217.68029461276407,8219680
2015-01-07,215.626708984375,217.07562362747217,213.63016538266783,214.4173767881261,5746112
2015-01-08,220.155990600586,221.0915221823403,216.3568619547873,217.73732636830783,9525824
2015-01-09,222.6203155517578,223.612877344769,220.55530794097444,221.99283043675973,8985184
2015-01-12,220.65798950195312,222.3350944334962,220.07614245500247,221.19421240936447,4126412
2015-01-13,219.81375122070312,221.77607681184483,218.0682099432504,221.09154754379665,5828348
2015-01-14,219.93923950195312,222.3921358239376,218.9808958280074,219.0607519980102,3685232
2015-01-15,226.6134033203125,227.7656913859205,221.5022462522516,225.8946420702849,11398476
2015-01-16,228.4844512939453,231.5762529087491,227.84556010694365,228.67840960590985,7821308
2015-01-19,229.2146148681641,232.73994326473647,228.84953817493263,231.1997524637199,4239492
2015-01-20,232.9567108154297,234.3371753238504,228.6327650189855,230.45817631654228,8505804
2015-01-21,232.72853088378903,235.6948102706781,232.36344027372903,234.4284479142884,6740612
2015-01-22,233.025146484375,235.59213096217104,232.4090674243475,233.88080797697367,6470680
2015-01-23,237.9423675537109,239.12887372465912,233.7439161084428,235.0216984125944,9987912
2015-01-27,245.07290649414065,245.9171481461634,237.5088522469757,237.9880171806527,9962400
2015-01-28,241.49050903320312,249.4424517158525,240.72612359534364,244.1487699023864,11364940
2015-01-29,249.8531494140625,251.13093163944,242.0951520806578,245.28962157088327,20567616
2015-01-30,245.82583618164065,249.75048692927405,242.83673094624973,249.75048692927405,10570416
2015-02-02,246.79556274414065,249.39677900160345,240.12140374524137,243.80645778885017,5710352
2015-02-03,242.8025054931641,246.932492827494,240.79456985367992,246.08825127562392,10200688
2015-02-04,243.6239471435547,246.61308046277867,241.23951474833416,242.5515291345276,6197512
2015-02-05,245.6318817138672,249.3511679801749,244.2285913567725,245.2896171318228,8059148
